Row #,Species,Count,Location,S/P,Date,LocID,SubID
197,Butterfly Coquette - Lophornis verreauxii,2,Manú Wildlife Center (Valqui A5.1),PE-MDD,09 Oct 2012,L599450,S11792403
198,Ecuadorian Piedtail - Phlogophilus hemileucurus,1,Bosque de Protección Alto Mayo--Llanteria/Afluente vicinity (km 389-391),PE-SAM,28 May 2016,L1234162,S29961313
199,Peruvian Piedtail - Phlogophilus harterti,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,01 Oct 2015,L599445,S25552352
200,Speckled Hummingbird - Adelomyia melanogenys,3,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,29 Apr 2012,L599445,S10605284
201,Long-tailed Sylph - Aglaiocercus kingii,2,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,29 Apr 2012,L599445,S10605284
202,Violet-tailed Sylph - Aglaiocercus coelestis,1,Las Tangaras ProAves Reserve,CO-CHO,03 Jan 2015,L856448,S21292010
203,Bronze-tailed Comet - Polyonymus caroli,1,PN Huascarán--Campamento Ceguela Pampa,PE-ANC,06 May 2016,L2520746,S29447734
204,Gray-bellied Comet - Taphrolesbia griseiventris,1,"PE-Cajamarca -7.1097x-78.4249 - Jun 13, 2013, 12:06 PM",PE-CAJ,13 Jun 2013,L2357243,S14415303
205,Blue-throated Hillstar - Oreotrochilus cyanolaemus,1,Cerro de Arcos,EC-L,12 Feb 2020,L5942646,S64432301
206,Green-headed Hillstar - Oreotrochilus stolzmanni,1,Bosque de Queuñales Oyon-Quichas,PE-LIM,14 May 2022,L10064295,S110304467
207,Black-breasted Hillstar - Oreotrochilus melanogaster,1,Ondores (pueblo y vecindad),PE-JUN,12 Nov 2013,L664973,S15659668
208,Andean Hillstar - Oreotrochilus estella,1,ACP Abra Málaga Thastayoc Royal Cinclodes,PE-CUS,28 Oct 2014,L512692,S20376246
209,Black-tailed Trainbearer - Lesbia victoriae,1,Laguna de Huacarpay,PE-CUS,05 Feb 2012,L492963,S10503463
210,Green-tailed Trainbearer - Lesbia nuna,3,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
211,Black-backed Thornbill - Ramphomicron dorsale,1,Cuchilla San Lorenzo,CO-MAG,11 Jan 2013,L2146871,S12570387
212,Purple-backed Thornbill - Ramphomicron microrhynchum,1,"PE-Amazonas Region - -6.7784x-77.9001 - Jun 18, 2013, 5:05 PM",PE-AMA,14 Jun 2013,L2237800,S14467245
213,Rufous-capped Thornbill - Chalcostigma ruficeps,1,Carretera a Manú--Paso Acjanaco (Valqui A1.1),PE-CUS,19 Aug 2013,L1004908,S15122130
214,Olivaceous Thornbill - Chalcostigma olivaceum,1,"-11.5545x-76.3153 - Apr 28, 2016, 14:31",PE-JUN,28 Apr 2016,L4543261,S29272046
215,Blue-mantled Thornbill - Chalcostigma stanleyi,2,ACP Abra Málaga--Paso,PE-CUS,03 Sep 2014,L1678806,S20402273
216,Bronze-tailed Thornbill - Chalcostigma heteropogon,2,PNN Chingaza--entrance road Piedras Gordas,CO-CUN,03 Apr 2015,L2841815,S22913061
217,Rainbow-bearded Thornbill - Chalcostigma herrani,1,Ayabaca--Ayabaca--Área de Conservación Privada Bosques de Neblina y Páramos de Samanga (nearest location),PE-PIU,15 Feb 2020,L10769558,S64544044
218,Bearded Mountaineer - Oreonympha nobilis,1,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
219,Perija Metaltail - Metallura iracunda,2,Chamicero del Perijá Proaves Reserve,CO-CES,05 Feb 2015,L3054544,S22211192
220,Tyrian Metaltail - Metallura tyrianthina,3,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
221,Viridian Metaltail - Metallura williami,2,Cerro de Arcos,EC-L,12 Feb 2020,L5942646,S64432288
222,Violet-throated Metaltail - Metallura baroni,1,El Cajas--Dos Chorreras Lodge,EC-A,11 Feb 2020,L1904470,S64376776
223,Coppery Metaltail - Metallura theresiae,2,Abra Barro Negro,PE-AMA,17 May 2014,L983325,S18791721
224,Fire-throated Metaltail - Metallura eupogon,1,"-11.4860x-74.8874 - May 1, 2016, 14:59",PE-JUN,01 May 2016,L4559172,S29378954
225,Scaled Metaltail - Metallura aeneocauda,1,Abra Málaga--Upper Temperate Forest (3400-3200m),PE-CUS,13 Oct 2013,L892338,S15396406
226,Black Metaltail - Metallura phoebe,1,"PE-Cajamarca Region - -7.0920x-78.4034 - Jun 13, 2013, 7:41 PM",PE-CAJ,13 Jun 2013,L2224383,S14415307
227,Greenish Puffleg - Haplophaedia aureliae,1,ACP Abra Patricia--Owlet Lodge,PE-AMA,18 May 2014,L1849237,S18791731
228,Buff-thighed Puffleg - Haplophaedia assimilis,1,Carretera a Manú--Rocotal Medio (2000-2200m),PE-CUS,31 Jul 2015,L1004828,S24453565
229,Glowing Puffleg - Eriocnemis vestita,1,PNN Chingaza--entrance road Piedras Gordas,CO-CUN,03 Apr 2015,L2841815,S22913061
230,Coppery-bellied Puffleg - Eriocnemis cupreoventris,1,PNN Chingaza--entrance road Piedras Gordas,CO-CUN,03 Apr 2015,L2841815,S23141680
231,Sapphire-vented Puffleg - Eriocnemis luciani,1,"PE-Amazonas Region - -6.7150x-77.8546 - Jun 19, 2013, 1:00 PM",PE-AMA,15 Jun 2013,L2238331,S14473644
232,Emerald-bellied Puffleg - Eriocnemis aline,1,ACP Abra Patricia--Owlet Lodge,PE-AMA,18 May 2014,L1849237,S18791731
233,Marvelous Spatuletail - Loddigesia mirabilis,1,Museo Leimebamba y Kentikafe,PE-AMA,15 Jun 2013,L983797,S14473635
234,Shining Sunbeam - Aglaeactis cupripennis,2,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
235,White-tufted Sunbeam - Aglaeactis castelnaudii,1,Carretera 28B--Peñas,PE-CUS,13 Oct 2013,L512697,S15396281
236,Bronzy Inca - Coeligena coeligena,2,Reserva Huembo,PE-AMA,17 May 2014,L976332,S18791717
237,Brown Inca - Coeligena wilsoni,2,RNA Las Tangaras--Sendas,CO-CHO,04 Jan 2015,L1402854,S21296016
238,Collared Inca - Coeligena torquata,1,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,02 Jun 2012,L599441,S10938869
239,Violet-throated Starfrontlet - Coeligena violifer,2,Carretera a Manú--Paso Acjanaco (Valqui A1.1),PE-CUS,19 Aug 2013,L1004908,S15122130
240,Rainbow Starfrontlet - Coeligena iris,1,"PE-Amazonas Region - -6.7243x-77.8412 - Jun 15, 2013, 5:48 AM",PE-AMA,15 Jun 2013,L2357215,S14473646
241,White-tailed Starfrontlet - Coeligena phalerata,1,RNA Proaves El Dorado--Lodge,CO-MAG,09 Jan 2013,L2141124,S12570287
242,Golden-bellied Starfrontlet - Coeligena bonapartei,1,Chamicero del Perijá Proaves Reserve,CO-CES,05 Feb 2015,L3054544,S22211192
243,Mountain Velvetbreast - Lafresnaya lafresnayi,1,Cuchilla San Lorenzo,CO-MAG,12 Jan 2013,L2146871,S12579788
244,Sword-billed Hummingbird - Ensifera ensifera,1,Wayqecha Cloud Forest Birding Lodge,PE-CUS,20 Apr 2013,L1004824,S15264080
245,Great Sapphirewing - Pterophanes cyanopterus,1,"PE-Amazonas Region - -6.7316x-77.8911 - Jun 19, 2013, 1:09 PM",PE-AMA,15 Jun 2013,L2238343,S14473640
246,Chestnut-breasted Coronet - Boissonneaua matthewsii,1,Museo Leimebamba y Kentikafe,PE-AMA,15 Jun 2013,L983797,S14473635
247,Booted Racket-tail - Ocreatus underwoodii,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,29 Apr 2012,L599445,S10605284
248,Purple-bibbed Whitetip - Urosticte benjamini,1,RNA Las Tangaras--Sendas,CO-CHO,04 Jan 2015,L1402854,S21296016
249,Rufous-vented Whitetip - Urosticte ruficrissa,4,Fundo Alto Nieva,PE-AMA,19 May 2016,L3324136,S29871715
250,Rufous-webbed Brilliant - Heliodoxa branickii,1,Estación Biológica Villa Carmen,PE-CUS,05 May 2018,L2170333,S45397800
251,Black-throated Brilliant - Heliodoxa schreibersii,1,ACR Cordillera Escalera--Túnel Tarapoto,PE-SAM,19 May 2014,L2273747,S89061243
252,Gould's Jewelfront - Heliodoxa aurescens,1,Manú Learning Centre--Jardin de Colibrí,PE-MDD,15 Jun 2012,L1599928,S11037556
253,Fawn-breasted Brilliant - Heliodoxa rubinoides,2,ACP Abra Patricia--Owlet Lodge,PE-AMA,18 May 2014,L1849237,S18791731
254,Green-crowned Brilliant - Heliodoxa jacula,3,RNA Proaves Arrierito Antioqueño--Casa,CO-ANT,28 Dec 2014,L1252526,S21291901
255,Empress Brilliant - Heliodoxa imperatrix,2,RNA Las Tangaras--Sendas,CO-CHO,04 Jan 2015,L1402854,S21296016
256,Violet-fronted Brilliant - Heliodoxa leadbeateri,5,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,29 Apr 2012,L599445,S10605284
257,Giant Hummingbird - Patagona gigas,1,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
258,Long-billed Starthroat - Heliomaster longirostris,2,Manú Learning Centre--Jardin de Colibrí,PE-MDD,15 Jun 2012,L1599928,S11037556
259,Amethyst Woodstar - Calliphlox amethystina,2,Manú Learning Centre--Jardin de Colibrí,PE-MDD,15 Jun 2012,L1599928,S11037556
260,Peruvian Sheartail - Thaumastura cora,6,Río Seco--Cieneguilla--Lima,PE-LIM,06 Jan 2013,L1876532,S12548040
261,Short-tailed Woodstar - Myrmia micrura,1,Laquipampa,PE-LAM,04 Jan 2014,L2221706,S16284291
262,Purple-collared Woodstar - Myrtis fanny,1,Río Seco--Cieneguilla--Lima,PE-LIM,06 Jan 2013,L1876532,S12548040
263,Oasis Hummingbird - Rhodopis vesper,10,Río Seco--Cieneguilla--Lima,PE-LIM,06 Jan 2013,L1876532,S12548040
264,White-bellied Woodstar - Chaetocercus mulsant,1,Paucartambo--Kosñipata--Santa Isabel--Orquí­deas Lodge ca. 1400 m,PE-CUS,30 Jul 2012,L1630901,S11299285
265,Little Woodstar - Chaetocercus bombus,1,Museo Leimebamba y Kentikafe,PE-AMA,15 Jun 2013,L983797,S14473635
266,Santa Marta Woodstar - Chaetocercus astreans,1,Cuchilla San Lorenzo,CO-MAG,12 Jan 2013,L2146871,S12579792
267,Esmeraldas Woodstar - Chaetocercus berlepschi,1,Las Tunas--Jardín Momo,EC-M,11 Feb 2020,L8437752,S64348532
268,Purple-throated Woodstar - Philodice mitchellii,1,RNA Proaves Arrierito Antioqueño--Casa,CO-ANT,28 Dec 2014,L1252526,S21291901
269,Blue-tailed Emerald - Chlorostilbon mellisugus,2,Manú Learning Centre--Jardin de Colibrí,PE-MDD,15 Jun 2012,L1599928,S11037556
270,Red-billed Emerald - Chlorostilbon gibsoni,1,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,20 Feb 2013,L2568025,S16050880
271,Coppery Emerald - Chlorostilbon russatus,2,Bellavista (local gardens),CO-MAG,01 Feb 2013,L1915097,S12819625
272,Western Emerald - Chlorostilbon melanorhynchus,1,Las Tangaras ProAves Reserve,CO-CHO,05 Jan 2015,L856448,S21290577
273,Violet-headed Hummingbird - Klais guimeti,1,Manú Learning Centre--Jardin de Colibrí,PE-MDD,19 Jun 2012,L1599928,S11037561
274,Santa Marta Blossomcrown - Anthocephala floriceps,1,Cuchilla San Lorenzo,CO-MAG,12 Jan 2013,L2146871,S12579792
275,Gray-breasted Sabrewing - Campylopterus largipennis,2,Manú Learning Centre--Jardin de Colibrí,PE-MDD,15 Jun 2012,L1599928,S11037556
276,Napo Sabrewing - Campylopterus villaviscensio,2,Flor de Café/Plataforma,PE-SAM,22 Jun 2019,L2455165,S64193452
277,Lazuline Sabrewing - Campylopterus falcatus,2,RNA Proaves El Dorado--Lodge,CO-MAG,13 Feb 2013,L2141124,S12958056
278,White-vented Plumeleteer - Chalybura buffonii,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,15 Jan 2013,L1895777,S12627198
279,Crowned Woodnymph - Thalurania colombica,3,RNA Proaves El Dorado--Lodge,CO-MAG,09 Jan 2013,L2141124,S12570287
280,Fork-tailed Woodnymph - Thalurania furcata,1,Manú Learning Centre--Jardin de Colibrí,PE-MDD,15 Jun 2012,L1599928,S11037556
281,Buffy Hummingbird - Leucippus fallax,1,SFF Los Flamencos--Km 1,CO-LAG,13 Jan 2014,L2567451,S16414001
282,Tumbes Hummingbird - Thaumasius baeri,1,ACP Chaparrí,PE-LAM,08 May 2016,L767930,S29507563
283,Spot-throated Hummingbird - Thaumasius taczanowskii,2,Cajamarca--San Pablo Rd.,PE-CAJ,12 Jun 2013,L2223109,S14408215
284,Many-spotted Hummingbird - Taphrospilus hypostictus,2,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,29 Apr 2012,L599445,S10605284
285,Swallow-tailed Hummingbird - Eupetomena macroura,1,Julia's (Huayopata-Chonta),PE-CUS,14 Jul 2016,L4788536,S30696573
286,Olive-spotted Hummingbird - Talaphorus chlorocercus,2,Rio Napo--Vecindad ExplorNapo,PE-LOR,10 Dec 2016,L1313704,S32955802
287,Steely-vented Hummingbird - Saucerottia saucerottei,1,RNA Proaves El Dorado--Lodge,CO-MAG,09 Jan 2013,L2141124,S12570287
288,Rufous-tailed Hummingbird - Amazilia tzacatl,5,Hotel Minca,CO-MAG,20 Jan 2013,L2768764,S12676878
289,Amazilia Hummingbird - Amazilis amazilia,2,Río Lurín,PE-LIM,07 Jul 2012,L1617595,S11123827
290,Andean Emerald - Uranomitra franciae,1,"PE-Cajamarca Region - -6.8470x-77.9688 - Jun 18, 2013, 4:58 PM",PE-AMA,14 Jun 2013,L2237788,S14467248
291,Shining-green Hummingbird - Chrysuronia goudoti,1,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,07 Feb 2014,L2568025,S16995261
292,Golden-tailed Sapphire - Chrysuronia oenone,1,Erika Lodge,PE-MDD,04 Jun 2012,L1532805,S10938878
293,Sapphire-throated Hummingbird - Chrysuronia coeruleogularis,2,Via Parque Isla de Salamanca--Centro Administrativo Los Cocos,CO-MAG,16 Mar 2014,L1856337,S18539431
294,Sapphire-bellied Hummingbird - Chrysuronia lilliae,1,Via Parque Isla de Salamanca--Centro Administrativo Los Cocos,CO-MAG,15 Feb 2014,L1856337,S17056111
295,Glittering-throated Emerald - Chionomesa fimbriata,1,Ceiba Tops Lodge,PE-LOR,15 Dec 2016,L971802,S33034452
296,Sapphire-spangled Emerald - Chionomesa lactea,1,Manú Learning Centre--Jardin de Colibrí,PE-MDD,19 Jun 2012,L1599928,S11037561
297,White-bellied Hummingbird - Elliotomyia chionogaster,1,Laguna de Huacarpay,PE-CUS,05 Feb 2012,L492963,S10503463
298,Green-and-white Hummingbird - Elliotomyia viridicauda,1,Machu Picchu Pueblo/Aguas Calientes (Valqui B3.3),PE-CUS,08 Dec 2013,L602264,S15941014
299,Blue-chested Hummingbird - Polyerata amabilis,2,RNA Paujil (Dept. Boyaca),CO-BOY,24 Dec 2014,L743897,S21078184
300,White-chinned Sapphire - Chlorestes cyanus,1,Manú Learning Centre--Jardin de Colibrí,PE-MDD,15 Jun 2012,L1599928,S11037556
301,Violet-bellied Hummingbird - Chlorestes julie,2,PN Cerros de Amotape--Estación Policial Campo Verde,PE-TUM,23 Dec 2017,L4320430,S41287944
302,Hoatzin - Opisthocomus hoazin,8,Cocha Machuhuasi,PE-MDD,06 May 2012,L9403218,S10700796
303,Paint-billed Crake - Mustelirallus erythrops,1,Jaén--Jaén--El Arenal,PE-CAJ,07 Jul 2020,L11852951,S71247424
304,Spotted Rail - Pardirallus maculatus,2,Rioja Rice Fields,PE-SAM,11 May 2016,L4587603,S29580899
305,Blackish Rail - Pardirallus nigricans,1,Amazonía Lodge,PE-MDD,31 Jul 2014,L1004838,S19581077
306,Plumbeous Rail - Pardirallus sanguinolentus,5,Laguna de Huacarpay,PE-CUS,05 Feb 2012,L492963,S10503463
307,Uniform Crake - Amaurolimnas concolor,1,Estación Biológica Villa Carmen,PE-CUS,11 Aug 2018,L2170333,S48176517
308,Rufous-necked Wood-Rail - Aramides axillaris,1,Puerto 25 to Isla Vacas,PE-TUM,21 Dec 2017,L6592869,S41242929
309,Gray-cowled Wood-Rail - Aramides cajaneus,,Cocha Machuhuasi,PE-MDD,03 Aug 2012,L9403218,S11299404
310,Sora - Porzana carolina,1,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,PE-LIM,27 Feb 2022,L855862,S103884270
311,Common Gallinule - Gallinula galeata,11,Laguna de Huacarpay,PE-CUS,25 Feb 2012,L492963,S10503469
312,Red-fronted Coot - Fulica rufifrons,2,Rio Camaná--Desembocadura,PE-ARE,12 Jun 2018,L845131,S46517317
313,Giant Coot - Fulica gigantea,1,PE-Junín - -11.5982x-76.1931 - 12/11/2013 00:15,PE-LIM,11 Nov 2013,L2419325,S15646375
314,American Coot - Fulica americana,1,SFF Los Flamencos,CO-LAG,15 Mar 2015,L1637004,S22426855
315,Slate-colored Coot - Fulica ardesiaca,50,Laguna de Huacarpay,PE-CUS,05 Feb 2012,L492963,S10503463
316,White-winged Coot - Fulica leucoptera,1,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,PE-LIM,04 Oct 2021,L855862,S95597138
317,Purple Gallinule - Porphyrio martinica,1,Cocha Machuhuasi,PE-MDD,14 Jul 2012,L9403218,S11189730
318,Azure Gallinule - Porphyrio flavirostris,1,Cocha Blanco,PE-MDD,09 Oct 2012,L758591,S11792330
319,Ocellated Crake - Micropygia schomburgkii,1,Humedal de Indañe,PE-SAM,11 May 2016,L2728917,S29580908
320,Chestnut-headed Crake - Anurolimnas castaneiceps,2,Lago Lindo Lodge--Calle Entrada,PE-SAM,17 Jun 2013,L2240922,S14473585
321,Russet-crowned Crake - Anurolimnas viridis,2,Area de Conservación Municipal de Tingana,PE-SAM,16 Jun 2013,L2240948,S69779281
322,Black-banded Crake - Anurolimnas fasciatus,1,Los Amigos Biological Station (CICRA),PE-MDD,27 Oct 2016,L492606,S32260819
323,Rufous-sided Crake - Laterallus melanophaius,1,Cocha Machuhuasi,PE-MDD,06 May 2012,L9403218,S10700796
324,Gray-breasted Crake - Laterallus exilis,1,"PE-San Martin - -5.9685x-77.0600 - Jun 21, 2013, 10:22 AM",PE-SAM,16 Jun 2013,L2240952,S14473598
325,Black Rail - Laterallus jamaicensis,3,RN de Junín--Lago Junín/Chinchaycocha,PE-JUN,12 Nov 2013,L846513,S15659676
326,Sungrebe - Heliornis fulica,1,Amazonía Lodge,PE-MDD,20 Sep 2012,L1004838,S11683862
327,Limpkin - Aramus guarauna,1,Cocha Machuhuasi,PE-MDD,14 Jul 2012,L9403218,S11189730
328,Gray-winged Trumpeter - Psophia crepitans,2,ExplorNapo Lodge,PE-LOR,04 Dec 2016,L592623,S32873173
329,Pale-winged Trumpeter - Psophia leucoptera,4,Manú Wildlife Center (Valqui A5.1),PE-MDD,07 Oct 2012,L599450,S11792400
330,Double-striped Thick-knee - Burhinus bistriatus,1,Riohacha--El Ebanal (tollbooth),CO-LAG,20 Feb 2013,L2479279,S16050247
331,Peruvian Thick-knee - Burhinus superciliaris,2,Refugio de Vida Silvestre Los Pantanos de Villa,PE-LIM,03 Dec 2012,L492947,S12215373
332,Black-necked Stilt - Himantopus mexicanus,4,Carretera a Manú--Túneles Pillahuata (2600-2800m),PE-CUS,23 Sep 2011,L1004825,S10503449
333,Andean Avocet - Recurvirostra andina,2,RN de Junín--Lago Junín/Chinchaycocha,PE-JUN,10 Jun 2017,L846513,S37521818
334,American Oystercatcher - Haematopus palliatus,3,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,PE-LIM,07 Jul 2012,L855862,S11123824
335,Blackish Oystercatcher - Haematopus ater,4,Pucusana (pueblo),PE-LIM,07 Jul 2012,L622757,S11123772
336,Black-bellied Plover - Pluvialis squatarola,6,Humedales de Eten (Valqui E5.2),PE-LAM,12 Jun 2013,L602190,S14408224
337,American Golden-Plover - Pluvialis dominica,2,Refugio de Vida Silvestre Los Pantanos de Villa,PE-LIM,28 Nov 2012,L492947,S12200944
338,Tawny-throated Dotterel - Oreopholus ruficollis,4,Laguna Ñapique),PE-PIU,18 Aug 2016,L4886345,S31304823
339,Pied Lapwing - Vanellus cayanus,4,Rio Alto Madre de Dios--Amazonia Lodge a Boca Manú,PE-MDD,24 Sep 2012,L1004839,S11683886
340,Southern Lapwing - Vanellus chilensis,5,Carretera a Manú--Patria (600-900m),PE-CUS,05 Jun 2013,L1004836,S14788515
341,Andean Lapwing - Vanellus resplendens,1,Laguna de Huacarpay,PE-CUS,05 Feb 2012,L492963,S10503463
342,Collared Plover - Charadrius collaris,2,Rio Alto Madre de Dios--Amazonia Lodge a Boca Manú,PE-MDD,24 Sep 2012,L1004839,S11683886
343,Puna Plover - Charadrius alticola,4,RN de Junín--Lago Junín/Chinchaycocha,PE-JUN,12 Nov 2013,L846513,S15659676
344,Two-banded Plover - Charadrius falklandicus,1,RN de Paracas--La Aguada,PE-ICA,11 Jun 2022,L3694825,S112719588
345,Snowy Plover - Charadrius nivosus,1,"PE-Lambayeque Region-Santa Rosa - -6.8846x-79.9201 - Jun 12, 2013, 8:47 PM",PE-LAM,12 Jun 2013,L2223102,S14473562
346,Wilson's Plover - Charadrius wilsonia,1,Pueblo Viejo,CO-MAG,11 Feb 2015,L3500644,S22431527
347,Semipalmated Plover - Charadrius semipalmatus,1,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,PE-LIM,05 Nov 2013,L855862,S15590622
348,Killdeer - Charadrius vociferus,1,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,PE-LIM,07 Jul 2012,L855862,S11123824
349,Diademed Sandpiper-Plover - Phegornis mitchellii,1,Paso Marcopomacocha,PE-LIM,29 Apr 2016,L8221770,S29312956
350,Rufous-bellied Seedsnipe - Attagis gayi,2,Valle de Santa Eulalia--Cerro Milloc,PE-LIM,18 Jun 2016,L1312080,S30314141
351,Gray-breasted Seedsnipe - Thinocorus orbignyianus,8,Ondores (pueblo y vecindad),PE-JUN,10 Jun 2015,L664973,S23880394
352,Least Seedsnipe - Thinocorus rumicivorus,1,Humedales de Eten (Valqui E5.2),PE-LAM,14 May 2014,L602190,S18806001
353,Wattled Jacana - Jacana jacana,8,Cocha Blanco,PE-MDD,25 Sep 2012,L758591,S11683888
354,Upland Sandpiper - Bartramia longicauda,2,PN Manú--Rio Manú,PE-MDD,13 Oct 2014,L815603,S21578150
355,Whimbrel - Numenius phaeopus,1,Playa Punta Hermosa,PE-LIM,03 Sep 2012,L1764522,S11683241
356,Bar-tailed Godwit - Limosa lapponica,1,RN de Paracas--La Aguada,PE-ICA,03 Mar 2022,L3694825,S104153304
357,Hudsonian Godwit - Limosa haemastica,1,Lago Piuray,PE-CUS,06 Sep 2014,L892479,S20404359
358,Marbled Godwit - Limosa fedoa,2,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,20 Feb 2013,L2568025,S16050880
359,Ruddy Turnstone - Arenaria interpres,13,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,PE-LIM,07 Jul 2012,L855862,S11123824
360,Red Knot - Calidris canutus,1,RN de Paracas--La Aguada,PE-ICA,12 Mar 2017,L3694825,S35146606
361,Surfbird - Calidris virgata,12,Pucusana (pueblo),PE-LIM,06 Nov 2013,L622757,S15590617
362,Stilt Sandpiper - Calidris himantopus,12,Refugio de Vida Silvestre Los Pantanos de Villa--Pampas Mojadas,PE-LIM,06 Nov 2013,L855871,S38003681
363,Sanderling - Calidris alba,50,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,PE-LIM,03 Dec 2012,L855862,S12215372
364,Baird's Sandpiper - Calidris bairdii,2,Laguna de Huacarpay,PE-CUS,25 Sep 2013,L492963,S15254471
365,Least Sandpiper - Calidris minutilla,5,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,PE-LIM,03 Dec 2012,L855862,S12215372
366,White-rumped Sandpiper - Calidris fuscicollis,1,Laguna Huaypo,PE-CUS,07 Dec 2013,L892475,S15941008
367,Buff-breasted Sandpiper - Calidris subruficollis,2,PN Manú--Rio Manú,PE-MDD,13 Oct 2014,L815603,S21578150
368,Pectoral Sandpiper - Calidris melanotos,1,Refugio de Vida Silvestre Los Pantanos de Villa--Pampas Mojadas,PE-LIM,06 Nov 2013,L855871,S38003681
369,Semipalmated Sandpiper - Calidris pusilla,8,Refugio de Vida Silvestre Los Pantanos de Villa,PE-LIM,28 Nov 2012,L492947,S12200944
370,Western Sandpiper - Calidris mauri,2,Playa La Arenilla,PE-CAL,24 Dec 2013,L1089313,S16067900
371,Short-billed Dowitcher - Limnodromus griseus,2,Refugio de Vida Silvestre Los Pantanos de Villa--Pampas Mojadas,PE-LIM,06 Nov 2013,L855871,S38003681
372,Jameson's Snipe - Gallinago jamesoni,1,"PE-Amazonas Region - -6.7243x-77.8412 - Jun 15, 2013, 5:48 AM",PE-AMA,15 Jun 2013,L2357215,S14473646
